State,County,Uninsured adults
MT,Carbon County,0.242
MT,Carbon County,0.234
MT,Cascade County,0.236
MT,Cascade County,0.238
MT,Chouteau County,0.309
MT,Chouteau County,0.349
MT,Custer County,0.227
MT,Custer County,0.222
MT,Daniels County,0.229
MT,Dawson County,0.203
MT,Dawson County,0.191
MT,Deer Lodge County,0.232
MT,Deer Lodge County,0.24
MT,Fallon County,0.21
MT,Fallon County,0.208
MT,Fergus County,0.271
MT,Fergus County,0.267
MT,Flathead County,0.283
MT,Flathead County,0.284
MT,Gallatin County,0.213
MT,Gallatin County,0.21
MT,Glacier County,0.38
MT,Glacier County,0.379
MT,Granite County,0.279
MT,Granite County,0.273
MT,Hill County,0.282
MT,Hill County,0.284
MT,Jefferson County,0.189
MT,Jefferson County,0.194
MT,Judith Basin County,0.321
MT,Judith Basin County,0.309
MT,Lake County,0.337
MT,Lake County,0.352
MT,Lewis and Clark County,0.181
MT,Lewis and Clark County,0.186
MT,Lincoln County,0.291
MT,Lincoln County,0.282
MT,Madison County,0.282
MT,Madison County,0.268
MT,Meagher County,0.317
MT,Meagher County,0.31
MT,Mineral County,0.294
MT,Mineral County,0.269
MT,Missoula County,0.251
MT,Missoula County,0.259
MT,Musselshell County,0.269
MT,Musselshell County,0.283
MT,Park County,0.251
MT,Park County,0.266
MT,Phillips County,0.324
MT,Phillips County,0.332
MT,Pondera County,0.31
MT,Pondera County,0.316
MT,Powell County,0.26
MT,Powell County,0.256
MT,Prairie County,0.251
MT,Ravalli County,0.267
MT,Ravalli County,0.279
MT,Richland County,0.225
MT,Richland County,0.213
MT,Roosevelt County,0.337
MT,Roosevelt County,0.362
MT,Rosebud County,0.283
MT,Rosebud County,0.279
MT,Sanders County,0.338
MT,Sanders County,0.329
MT,Sheridan County,0.233
MT,Sheridan County,0.202
MT,Silver Bow County,0.228
MT,Silver Bow County,0.236
MT,Stillwater County,0.185
MT,Stillwater County,0.183
MT,Sweet Grass County,0.231
MT,Sweet Grass County,0.25
MT,Teton County,0.274
MT,Teton County,0.295
MT,Toole County,0.259
MT,Toole County,0.25
MT,Valley County,0.279
MT,Valley County,0.271
MT,Wheatland County,0.306
MT,Wheatland County,0.315
MT,Yellowstone County,0.234
MT,Yellowstone County,0.22
NC,Alamance County,0.259
NC,Alamance County,0.249
NC,Alexander County,0.24
NC,Alexander County,0.239
NC,Alleghany County,0.32
NC,Alleghany County,0.319
NC,Anson County,0.218
NC,Anson County,0.233
NC,Ashe County,0.265
NC,Ashe County,0.288
NC,Avery County,0.301
NC,Avery County,0.308
NC,Beaufort County,0.23
NC,Beaufort County,0.244
NC,Bertie County,0.212
NC,Bertie County,0.213
NC,Bladen County,0.266
NC,Bladen County,0.279
NC,Brunswick County,0.233
NC,Brunswick County,0.242
NC,Buncombe County,0.24
NC,Buncombe County,0.246
NC,Burke County,0.254
NC,Burke County,0.256
NC,Cabarrus County,0.226
NC,Cabarrus County,0.222
NC,Caldwell County,0.239
NC,Caldwell County,0.227
NC,Camden County,0.188
NC,Camden County,0.183
NC,Carteret County,0.225
NC,Carteret County,0.241
NC,Caswell County,0.22
NC,Caswell County,0.222
NC,Catawba County,0.244
NC,Catawba County,0.243
NC,Chatham County,0.227
NC,Chatham County,0.232
NC,Cherokee County,0.257
NC,Cherokee County,0.254
NC,Chowan County,0.234
NC,Chowan County,0.224
NC,Clay County,0.257
NC,Clay County,0.263
NC,Cleveland County,0.223
NC,Cleveland County,0.226
NC,Columbus County,0.26
NC,Columbus County,0.262
NC,Craven County,0.232
NC,Craven County,0.224
NC,Cumberland County,0.211
NC,Cumberland County,0.214
NC,Currituck County,0.208
NC,Currituck County,0.213
NC,Dare County,0.239
NC,Dare County,0.241
NC,Davidson County,0.233
NC,Davidson County,0.23
NC,Davie County,0.196
NC,Davie County,0.218
NC,Duplin County,0.335
NC,Duplin County,0.33
NC,Durham County,0.232
NC,Durham County,0.238
NC,Edgecombe County,0.234
NC,Edgecombe County,0.225
NC,Forsyth County,0.229
NC,Forsyth County,0.243
NC,Franklin County,0.257
NC,Franklin County,0.255
NC,Gaston County,0.238
NC,Gaston County,0.241
NC,Gates County,0.199
NC,Gates County,0.203
NC,Graham County,0.276
NC,Graham County,0.264
NC,Granville County,0.202
NC,Granville County,0.228
NC,Greene County,0.28
NC,Greene County,0.285
NC,Guilford County,0.23
NC,Guilford County,0.239
NC,Halifax County,0.23
NC,Halifax County,0.23
NC,Harnett County,0.266
NC,Harnett County,0.252
NC,Haywood County,0.22
NC,Haywood County,0.227
NC,Henderson County,0.251
NC,Henderson County,0.261
NC,Hertford County,0.22
NC,Hertford County,0.243
NC,Hoke County,0.294
NC,Hoke County,0.289
NC,Hyde County,0.272
NC,Hyde County,0.289
NC,Iredell County,0.219
NC,Iredell County,0.231
NC,Jackson County,0.307
NC,Jackson County,0.301
NC,Johnston County,0.235
NC,Johnston County,0.263
NC,Jones County,0.247
NC,Jones County,0.251
NC,Lee County,0.275
NC,Lee County,0.272
NC,Lenoir County,0.246
NC,Lenoir County,0.261
NC,Lincoln County,0.235
NC,Lincoln County,0.219
NC,Macon County,0.288
NC,Macon County,0.307
NC,Madison County,0.225
NC,Madison County,0.229
NC,Martin County,0.219
NC,Martin County,0.236
NC,McDowell County,0.209
NC,McDowell County,0.238
NC,Mecklenburg County,0.225
NC,Mecklenburg County,0.23
NC,Mitchell County,0.235
NC,Mitchell County,0.215
NC,Montgomery County,0.291
NC,Montgomery County,0.296
NC,Moore County,0.225
NC,Moore County,0.221
NC,Nash County,0.218
NC,Nash County,0.236
NC,New Hanover County,0.227
NC,New Hanover County,0.221
NC,Northampton County,0.213
NC,Northampton County,0.21
NC,Onslow County,0.193
NC,Onslow County,0.211
NC,Orange County,0.19
NC,Orange County,0.172
NC,Pamlico County,0.215
NC,Pamlico County,0.224
NC,Pasquotank County,0.217
NC,Pasquotank County,0.23
NC,Pender County,0.243
NC,Pender County,0.254
NC,Perquimans County,0.211
NC,Perquimans County,0.218
NC,Person County,0.209
NC,Person County,0.217
NC,Pitt County,0.204
NC,Pitt County,0.227
NC,Polk County,0.234
NC,Polk County,0.24
NC,Randolph County,0.265
NC,Randolph County,0.268
NC,Richmond County,0.274
NC,Richmond County,0.268
NC,Robeson County,0.344
NC,Robeson County,0.337
NC,Rockingham County,0.219
NC,Rockingham County,0.229
NC,Rowan County,0.241
NC,Rowan County,0.255
NC,Rutherford County,0.239
NC,Rutherford County,0.24
NC,Sampson County,0.293
NC,Sampson County,0.291
NC,Scotland County,0.256
NC,Scotland County,0.255
NC,Stanly County,0.223
NC,Stanly County,0.218
NC,Stokes County,0.208
NC,Stokes County,0.215
NC,Surry County,0.259
NC,Surry County,0.27
NC,Swain County,0.279
NC,Swain County,0.291
NC,Transylvania County,0.25
NC,Transylvania County,0.248
NC,Tyrrell County,0.293
NC,Tyrrell County,0.296
NC,Union County,0.219
NC,Union County,0.206
NC,Vance County,0.239
NC,Vance County,0.25
NC,Wake County,0.185
NC,Wake County,0.182
NC,Warren County,0.252
NC,Warren County,0.263
NC,Washington County,0.195
NC,Washington County,0.215
NC,Watauga County,0.225
NC,Watauga County,0.234
NC,Wayne County,0.251
NC,Wayne County,0.253
NC,Wilkes County,0.254
NC,Wilkes County,0.266
NC,Wilson County,0.248
NC,Wilson County,0.262
NC,Yadkin County,0.252
NC,Yadkin County,0.242
NC,Yancey County,0.268
NC,Yancey County,0.246
ND,Adams County,0.151
ND,Adams County,0.158
ND,Barnes County,0.134
ND,Barnes County,0.133
ND,Benson County,0.223
ND,Benson County,0.242
ND,Bottineau County,0.168
ND,Bottineau County,0.157
ND,Bowman County,0.133
ND,Bowman County,0.151
ND,Burke County,0.113
ND,Burke County,0.111
ND,Burleigh County,0.115
ND,Burleigh County,0.117
ND,Cass County,0.129
ND,Cass County,0.132
ND,Cavalier County,0.123
ND,Cavalier County,0.122
ND,Dickey County,0.14
ND,Dickey County,0.146
ND,Divide County,0.129
ND,Divide County,0.142
ND,Dunn County,0.165
ND,Dunn County,0.157
ND,Eddy County,0.153
ND,Eddy County,0.162
ND,Emmons County,0.191
ND,Emmons County,0.197
ND,Foster County,0.114
ND,Foster County,0.123
ND,Golden Valley County,0.172
ND,Grand Forks County,0.127
ND,Grand Forks County,0.137
ND,Grant County,0.24
ND,Griggs County,0.135
ND,Griggs County,0.145
ND,Hettinger County,0.147
ND,Hettinger County,0.143
ND,Kidder County,0.186
ND,Kidder County,0.212
ND,LaMoure County,0.138
ND,LaMoure County,0.133
ND,Logan County,0.219
ND,McHenry County,0.167
ND,McHenry County,0.179
ND,McIntosh County,0.185
ND,McIntosh County,0.187
ND,McKenzie County,0.161
ND,McKenzie County,0.164
ND,McLean County,0.142
ND,McLean County,0.146
ND,Mercer County,0.109
ND,Mercer County,0.112
ND,Morton County,0.14
ND,Morton County,0.136
ND,Mountrail County,0.184
ND,Mountrail County,0.193
ND,Nelson County,0.153
ND,Nelson County,0.143
ND,Pembina County,0.135
ND,Pembina County,0.137
ND,Pierce County,0.165
ND,Pierce County,0.161
ND,Ramsey County,0.152
ND,Ramsey County,0.165
ND,Ransom County,0.124
ND,Ransom County,0.124
ND,Renville County,0.125
ND,Richland County,0.131
ND,Richland County,0.131
ND,Rolette County,0.237
ND,Rolette County,0.261
ND,Sargent County,0.108
ND,Sargent County,0.111
ND,Sioux County,0.209
ND,Sioux County,0.256
ND,Stark County,0.12
ND,Stark County,0.124
ND,Stutsman County,0.125
ND,Stutsman County,0.13
ND,Towner County,0.15
ND,Towner County,0.157
ND,Traill County,0.123
ND,Traill County,0.126
ND,Walsh County,0.16
ND,Walsh County,0.155
ND,Ward County,0.139
ND,Ward County,0.129
ND,Wells County,0.142
ND,Wells County,0.141
ND,Williams County,0.125
ND,Williams County,0.119
NE,Adams County,0.171
NE,Adams County,0.167
NE,Antelope County,0.186
NE,Antelope County,0.16
NE,Boone County,0.146
NE,Boone County,0.14
NE,Box Butte County,0.156
NE,Box Butte County,0.149
NE,Boyd County,0.22
NE,Boyd County,0.19
NE,Brown County,0.214
NE,Brown County,0.212
NE,Buffalo County,0.153
NE,Buffalo County,0.149
NE,Burt County,0.174
NE,Burt County,0.156
NE,Butler County,0.128
NE,Butler County,0.136
NE,Cass County,0.119
NE,Cass County,0.116
NE,Cedar County,0.173
NE,Cedar County,0.155
NE,Chase County,0.2
NE,Chase County,0.193
NE,Cherry County,0.215
NE,Cherry County,0.195
NE,Cheyenne County,0.132
NE,Cheyenne County,0.121
NE,Clay County,0.173
NE,Clay County,0.16
NE,Colfax County,0.266
NE,Colfax County,0.252
NE,Cuming County,0.19
NE,Cuming County,0.174
NE,Custer County,0.19
NE,Custer County,0.168
NE,Dakota County,0.251
NE,Dakota County,0.242
NE,Dawes County,0.209
NE,Dawes County,0.201
NE,Dawson County,0.255
NE,Dawson County,0.242
NE,Deuel County,0.186
NE,Deuel County,0.169
NE,Dixon County,0.181
NE,Dixon County,0.171
NE,Dodge County,0.181
NE,Dodge County,0.167
NE,Douglas County,0.172
NE,Douglas County,0.164
NE,Dundy County,0.197
NE,Dundy County,0.187
NE,Fillmore County,0.158
NE,Fillmore County,0.135
NE,Franklin County,0.179
NE,Franklin County,0.159
NE,Frontier County,0.175
NE,Furnas County,0.185
NE,Furnas County,0.169
NE,Gage County,0.139
NE,Gage County,0.136
NE,Garden County,0.19
NE,Garden County,0.184
NE,Garfield County,0.242
NE,Garfield County,0.204
NE,Gosper County,0.146
NE,Gosper County,0.137
NE,Greeley County,0.205
NE,Greeley County,0.211
NE,Hall County,0.219
NE,Hall County,0.211
NE,Hamilton County,0.126
NE,Hamilton County,0.119
NE,Harlan County,0.174
NE,Harlan County,0.159
NE,Hitchcock County,0.198
NE,Hitchcock County,0.171
NE,Holt County,0.18
NE,Holt County,0.17
NE,Howard County,0.159
NE,Howard County,0.158
NE,Jefferson County,0.159
NE,Jefferson County,0.141
NE,Johnson County,0.176
NE,Johnson County,0.169
NE,Kearney County,0.133
NE,Kearney County,0.119
NE,Keith County,0.189
NE,Keith County,0.175
NE,Kimball County,0.194
NE,Kimball County,0.176
NE,Knox County,0.218
NE,Knox County,0.205
NE,Lancaster County,0.145
NE,Lancaster County,0.15
NE,Lincoln County,0.146
NE,Lincoln County,0.144
NE,Madison County,0.179
NE,Madison County,0.173
NE,Merrick County,0.165
NE,Merrick County,0.154
NE,Morrill County,0.188
NE,Morrill County,0.191
NE,Nance County,0.185
NE,Nance County,0.165
NE,Nemaha County,0.152
NE,Nemaha County,0.138
NE,Nuckolls County,0.171
NE,Nuckolls County,0.16
NE,Otoe County,0.145
NE,Otoe County,0.134
NE,Pawnee County,0.177
NE,Pawnee County,0.184
NE,Perkins County,0.167
NE,Perkins County,0.157
NE,Phelps County,0.131
NE,Phelps County,0.128
NE,Pierce County,0.166
NE,Pierce County,0.144
NE,Platte County,0.178
NE,Platte County,0.162
NE,Polk County,0.145
NE,Polk County,0.137
NE,Red Willow County,0.16
NE,Red Willow County,0.145
NE,Richardson County,0.192
NE,Richardson County,0.17
NE,Saline County,0.194
NE,Saline County,0.187
NE,Sarpy County,0.116
NE,Sarpy County,0.099
NE,Saunders County,0.127
NE,Saunders County,0.123
NE,Scotts Bluff County,0.194
NE,Scotts Bluff County,0.194
NE,Seward County,0.115
NE,Seward County,0.104
NE,Sheridan County,0.217
NE,Sheridan County,0.21
NE,Sherman County,0.194
NE,Sherman County,0.176
NE,Stanton County,0.151
NE,Stanton County,0.131
NE,Thayer County,0.148
NE,Thayer County,0.144
NE,Thurston County,0.257
NE,Thurston County,0.263
NE,Valley County,0.17
NE,Valley County,0.17
NE,Washington County,0.107
NE,Washington County,0.1
NE,Wayne County,0.16
NE,Wayne County,0.134
NE,Webster County,0.177
NE,Webster County,0.163
NE,York County,0.142
NE,York County,0.138
NH,Belknap County,0.18
NH,Belknap County,0.179
NH,Carroll County,0.207
NH,Carroll County,0.211
NH,Cheshire County,0.166
NH,Cheshire County,0.165
NH,Coos County,0.204
NH,Coos County,0.197
NH,Grafton County,0.186
NH,Grafton County,0.183
NH,Hillsborough County,0.145
NH,Hillsborough County,0.151
NH,Merrimack County,0.149
NH,Merrimack County,0.15
NH,Rockingham County,0.129
NH,Rockingham County,0.125
NH,Strafford County,0.175
NH,Strafford County,0.166
NH,Sullivan County,0.179
NH,Sullivan County,0.173
NJ,Atlantic County,0.211
NJ,Atlantic County,0.216
NJ,Bergen County,0.167
NJ,Bergen County,0.163
NJ,Burlington County,0.129
NJ,Burlington County,0.124
NJ,Camden County,0.177
NJ,Camden County,0.18
NJ,Cape May County,0.183
NJ,Cape May County,0.17
NJ,Cumberland County,0.233
NJ,Cumberland County,0.226
NJ,Essex County,0.24
NJ,Essex County,0.232
NJ,Gloucester County,0.134
NJ,Gloucester County,0.125
NJ,Hudson County,0.269
NJ,Hudson County,0.262
NJ,Hunterdon County,0.089
NJ,Hunterdon County,0.091
NJ,Mercer County,0.174
NJ,Mercer County,0.157
NJ,Middlesex County,0.189
NJ,Middlesex County,0.176
NJ,Monmouth County,0.153
NJ,Monmouth County,0.145
NJ,Morris County,0.115
NJ,Morris County,0.121
NJ,Ocean County,0.161
NJ,Ocean County,0.165
NJ,Passaic County,0.26
NJ,Passaic County,0.259
NJ,Salem County,0.161
NJ,Salem County,0.16
NJ,Somerset County,0.122
NJ,Somerset County,0.116
NJ,Sussex County,0.126
NJ,Sussex County,0.126
NJ,Union County,0.222
NJ,Union County,0.218
NJ,Warren County,0.14
NJ,Warren County,0.153
NM,Bernalillo County,0.253
NM,Bernalillo County,0.236
NM,Catron County,0.321
NM,Catron County,0.291
NM,Chaves County,0.339
NM,Chaves County,0.301
NM,Cibola County,0.332
NM,Cibola County,0.312
NM,Colfax County,0.254
NM,Colfax County,0.235
NM,Curry County,0.281
NM,Curry County,0.256
NM,DeBaca County,0.318
NM,DeBaca County,0.329
NM,Dona Ana County,0.332
NM,Dona Ana County,0.316
NM,Eddy County,0.228
NM,Eddy County,0.214
NM,Grant County,0.251
NM,Grant County,0.228
NM,Guadalupe County,0.262
NM,Guadalupe County,0.251
NM,Hidalgo County,0.293
NM,Hidalgo County,0.258
NM,Lea County,0.31
NM,Lea County,0.292
NM,Lincoln County,0.32
NM,Lincoln County,0.29
NM,Los Alamos County,0.055
NM,Los Alamos County,0.057
NM,Luna County,0.369
NM,Luna County,0.339
NM,McKinley County,0.428
NM,McKinley County,0.406
NM,Mora County,0.271
NM,Mora County,0.246
NM,Otero County,0.311
NM,Otero County,0.298
NM,Quay County,0.275
NM,Quay County,0.236
NM,Rio Arriba County,0.297
NM,Rio Arriba County,0.299
NM,Roosevelt County,0.324
NM,Roosevelt County,0.29
NM,San Juan County,0.344
NM,San Juan County,0.325
NM,San Miguel County,0.257
NM,San Miguel County,0.242
NM,Sandoval County,0.231
NM,Sandoval County,0.202
NM,Santa Fe County,0.289
NM,Santa Fe County,0.298
NM,Sierra County,0.276
NM,Sierra County,0.277
NM,Socorro County,0.309
NM,Socorro County,0.301
NM,Taos County,0.309
NM,Taos County,0.314
NM,Torrance County,0.32
NM,Torrance County,0.308
NM,Union County,0.28
NM,Union County,0.274
NM,Valencia County,0.279
NM,Valencia County,0.277
NV,Carson City,0.264
NV,Carson City,0.271
NV,Churchill County,0.24
NV,Churchill County,0.259
NV,Clark County,0.275
NV,Clark County,0.285
NV,Douglas County,0.208
NV,Douglas County,0.216
NV,Elko County,0.241
NV,Elko County,0.239
NV,Eureka County,0.192
NV,Eureka County,0.22
NV,Humboldt County,0.259
NV,Humboldt County,0.268
NV,Lander County,0.223
NV,Lander County,0.223
NV,Lincoln County,0.266
NV,Lincoln County,0.277
NV,Lyon County,0.26
NV,Lyon County,0.286
NV,Mineral County,0.251
NV,Mineral County,0.253
NV,Nye County,0.253
NV,Nye County,0.276
NV,Pershing County,0.282
NV,Pershing County,0.27
NV,Storey County,0.223
NV,Storey County,0.243
NV,Washoe County,0.268
NV,Washoe County,0.26
NV,White Pine County,0.214
NV,White Pine County,0.218
NY,Albany County,0.11
NY,Albany County,0.115
NY,Allegany County,0.134
NY,Allegany County,0.131
NY,Bronx County,0.216
NY,Bronx County,0.207
NY,Broome County,0.142
NY,Broome County,0.129
NY,Cattaraugus County,0.163
NY,Cattaraugus County,0.157
NY,Cayuga County,0.143
NY,Cayuga County,0.126
NY,Chautauqua County,0.124
NY,Chautauqua County,0.127
NY,Chemung County,0.119
NY,Chemung County,0.117
NY,Chenango County,0.15
NY,Chenango County,0.137
NY,Clinton County,0.129
NY,Clinton County,0.123
NY,Columbia County,0.141
NY,Columbia County,0.14
NY,Cortland County,0.123
NY,Cortland County,0.117
NY,Delaware County,0.152
NY,Delaware County,0.149
NY,Dutchess County,0.128
NY,Dutchess County,0.127
NY,Erie County,0.118
NY,Erie County,0.106
NY,Essex County,0.142
NY,Essex County,0.142
NY,Franklin County,0.166
NY,Franklin County,0.17
NY,Fulton County,0.14
NY,Fulton County,0.137
NY,Genesee County,0.143
NY,Genesee County,0.134
NY,Greene County,0.14
NY,Greene County,0.135
NY,Hamilton County,0.166
NY,Hamilton County,0.143
NY,Herkimer County,0.14
NY,Herkimer County,0.139
NY,Jefferson County,0.139
NY,Jefferson County,0.14
NY,Kings County,0.199
NY,Kings County,0.194
NY,Lewis County,0.159
NY,Lewis County,0.153
NY,Livingston County,0.111
NY,Livingston County,0.114
NY,Madison County,0.119
NY,Madison County,0.116
NY,Monroe County,0.124
NY,Monroe County,0.111
NY,Montgomery County,0.134
NY,Montgomery County,0.139
NY,Nassau County,0.125
NY,Nassau County,0.123
NY,New York County,0.141
NY,New York County,0.13
NY,Niagara County,0.131
NY,Niagara County,0.12
NY,Oneida County,0.136
NY,Oneida County,0.132
NY,Onondaga County,0.132
NY,Onondaga County,0.119
NY,Ontario County,0.116
NY,Ontario County,0.106
NY,Orange County,0.149
NY,Orange County,0.141
NY,Orleans County,0.144
NY,Orleans County,0.141
NY,Oswego County,0.135
NY,Oswego County,0.127
NY,Otsego County,0.132
NY,Otsego County,0.132
NY,Putnam County,0.113
NY,Putnam County,0.115
NY,Queens County,0.249
NY,Queens County,0.237
NY,Rensselaer County,0.119
NY,Rensselaer County,0.111
NY,Richmond County,0.119
NY,Richmond County,0.12
NY,Rockland County,0.15
NY,Rockland County,0.141
NY,Saratoga County,0.097
NY,Saratoga County,0.088
NY,Schenectady County,0.131
NY,Schenectady County,0.112
NY,Schoharie County,0.134
NY,Schoharie County,0.128
NY,Schuyler County,0.142
NY,Schuyler County,0.13
NY,Seneca County,0.139
NY,Seneca County,0.139
NY,St. Lawrence County,0.153
NY,St. Lawrence County,0.146
NY,Steuben County,0.15
NY,Steuben County,0.138
NY,Suffolk County,0.14
NY,Suffolk County,0.142
NY,Sullivan County,0.174
NY,Sullivan County,0.17
NY,Tioga County,0.121
NY,Tioga County,0.113
NY,Tompkins County,0.129
NY,Tompkins County,0.131
NY,Ulster County,0.153
NY,Ulster County,0.162
NY,Warren County,0.123
NY,Warren County,0.129
NY,Washington County,0.138
NY,Washington County,0.137
NY,Wayne County,0.137
NY,Wayne County,0.127
NY,Westchester County,0.154
NY,Westchester County,0.156
NY,Wyoming County,0.137
NY,Wyoming County,0.13
NY,Yates County,0.158
NY,Yates County,0.17
OH,Adams County,0.202
OH,Adams County,0.204
OH,Allen County,0.162
OH,Allen County,0.174
OH,Ashland County,0.183
OH,Ashland County,0.181
OH,Ashtabula County,0.188
OH,Ashtabula County,0.183
OH,Athens County,0.195
OH,Athens County,0.187
OH,Auglaize County,0.146
OH,Auglaize County,0.138
OH,Belmont County,0.177
OH,Belmont County,0.163
OH,Brown County,0.184
OH,Brown County,0.181
OH,Butler County,0.159
OH,Butler County,0.165
OH,Carroll County,0.186
OH,Carroll County,0.174
OH,Champaign County,0.164
OH,Champaign County,0.159
OH,Clark County,0.168
OH,Clark County,0.184
OH,Clermont County,0.158
OH,Clermont County,0.154
OH,Clinton County,0.164
OH,Clinton County,0.162
OH,Columbiana County,0.193
OH,Columbiana County,0.177
OH,Coshocton County,0.207
OH,Coshocton County,0.182
OH,Crawford County,0.181
OH,Crawford County,0.173
OH,Cuyahoga County,0.177
OH,Cuyahoga County,0.169
OH,Darke County,0.186
OH,Darke County,0.171
OH,Defiance County,0.169
OH,Defiance County,0.161
OH,Delaware County,0.091
OH,Delaware County,0.086
OH,Erie County,0.164
OH,Erie County,0.155
OH,Fairfield County,0.145
OH,Fairfield County,0.139
OH,Fayette County,0.183
OH,Fayette County,0.181
OH,Franklin County,0.185
OH,Franklin County,0.187
OH,Fulton County,0.155
OH,Fulton County,0.148
OH,Gallia County,0.174
OH,Gallia County,0.18
OH,Geauga County,0.143
OH,Geauga County,0.155
OH,Greene County,0.124
OH,Greene County,0.131
OH,Guernsey County,0.187
OH,Guernsey County,0.182
OH,Hamilton County,0.17
OH,Hamilton County,0.16
OH,Hancock County,0.169
OH,Hancock County,0.155
OH,Hardin County,0.186
OH,Hardin County,0.177
OH,Harrison County,0.18
OH,Harrison County,0.164
OH,Henry County,0.167
OH,Henry County,0.156
OH,Highland County,0.203
OH,Highland County,0.202
OH,Hocking County,0.178
OH,Hocking County,0.178
OH,Holmes County,0.294
OH,Holmes County,0.315
OH,Huron County,0.181
OH,Huron County,0.181
OH,Jackson County,0.185
OH,Jackson County,0.175
OH,Jefferson County,0.176
OH,Jefferson County,0.164
OH,Knox County,0.175
OH,Knox County,0.167
OH,Lake County,0.156
OH,Lake County,0.141
OH,Lawrence County,0.182
OH,Lawrence County,0.174
OH,Licking County,0.157
OH,Licking County,0.157
OH,Logan County,0.169
OH,Logan County,0.169
OH,Lorain County,0.161
OH,Lorain County,0.154
OH,Lucas County,0.185
OH,Lucas County,0.176
OH,Madison County,0.161
OH,Madison County,0.15
OH,Mahoning County,0.177
OH,Mahoning County,0.165
OH,Marion County,0.189
OH,Marion County,0.164
OH,Medina County,0.132
OH,Medina County,0.125
OH,Meigs County,0.193
OH,Meigs County,0.198
OH,Mercer County,0.161
OH,Mercer County,0.148
OH,Miami County,0.159
OH,Miami County,0.154
OH,Monroe County,0.171
OH,Monroe County,0.163
OH,Montgomery County,0.176
OH,Montgomery County,0.185
OH,Morgan County,0.21
OH,Morgan County,0.194
OH,Morrow County,0.167
OH,Morrow County,0.183
OH,Muskingum County,0.172
OH,Muskingum County,0.18
OH,Noble County,0.2
OH,Noble County,0.176
OH,Ottawa County,0.144
OH,Ottawa County,0.147
OH,Paulding County,0.172
OH,Paulding County,0.164
OH,Perry County,0.181
OH,Perry County,0.181
OH,Pickaway County,0.157
OH,Pickaway County,0.159
OH,Pike County,0.189
OH,Pike County,0.176
OH,Portage County,0.156
OH,Portage County,0.155
OH,Preble County,0.173
OH,Preble County,0.167
OH,Putnam County,0.143
OH,Putnam County,0.13
OH,Richland County,0.169
OH,Richland County,0.164
OH,Ross County,0.168
OH,Ross County,0.163
OH,Sandusky County,0.161
OH,Sandusky County,0.166
OH,Scioto County,0.185
OH,Scioto County,0.19
OH,Seneca County,0.174
OH,Seneca County,0.164
OH,Shelby County,0.158
OH,Shelby County,0.156
OH,Stark County,0.169
OH,Stark County,0.166
OH,Summit County,0.17
OH,Summit County,0.163
OH,Trumbull County,0.18
OH,Trumbull County,0.19
OH,Tuscarawas County,0.189
OH,Tuscarawas County,0.179
OH,Union County,0.126
OH,Union County,0.124
OH,Van Wert County,0.159
OH,Van Wert County,0.15
OH,Vinton County,0.184
OH,Vinton County,0.184
OH,Warren County,0.11
OH,Warren County,0.119
OH,Washington County,0.176
OH,Washington County,0.16
OH,Wayne County,0.185
OH,Wayne County,0.176
OH,Williams County,0.169
OH,Williams County,0.16
OH,Wood County,0.131
OH,Wood County,0.138
OH,Wyandot County,0.167
OH,Wyandot County,0.162
OK,Adair County,0.344
OK,Adair County,0.35
OK,Alfalfa County,0.271
OK,Alfalfa County,0.234
OK,Atoka County,0.306
OK,Atoka County,0.317
OK,Beaver County,0.267
OK,Beaver County,0.272
OK,Beckham County,0.263
OK,Beckham County,0.248
OK,Blaine County,0.253
OK,Blaine County,0.256
OK,Bryan County,0.301
OK,Bryan County,0.304
OK,Caddo County,0.321
OK,Caddo County,0.336
OK,Canadian County,0.189
OK,Canadian County,0.177
OK,Carter County,0.29
OK,Carter County,0.265
OK,Cherokee County,0.339
OK,Cherokee County,0.34
OK,Choctaw County,0.285
OK,Choctaw County,0.292
OK,Cimarron County,0.33
OK,Cimarron County,0.348
OK,Cleveland County,0.208
OK,Cleveland County,0.196
OK,Coal County,0.305
OK,Coal County,0.315
OK,Comanche County,0.225
OK,Comanche County,0.244
OK,Cotton County,0.246
OK,Cotton County,0.263
OK,Craig County,0.262
OK,Craig County,0.267
OK,Creek County,0.268
OK,Creek County,0.251
OK,Custer County,0.287
OK,Custer County,0.297
OK,Delaware County,0.338
OK,Delaware County,0.321
OK,Dewey County,0.259
OK,Dewey County,0.245
OK,Ellis County,0.22
OK,Ellis County,0.204
OK,Garfield County,0.253
OK,Garfield County,0.263
OK,Garvin County,0.276
OK,Garvin County,0.279
OK,Grady County,0.246
OK,Grady County,0.248
OK,Grant County,0.235
OK,Grant County,0.217
OK,Greer County,0.243
OK,Greer County,0.235
OK,Harmon County,0.321
OK,Harmon County,0.301
OK,Harper County,0.28
OK,Harper County,0.273
OK,Haskell County,0.315
OK,Haskell County,0.315
OK,Hughes County,0.304
OK,Hughes County,0.305
OK,Jackson County,0.253
OK,Jackson County,0.259
OK,Jefferson County,0.311
OK,Jefferson County,0.311
OK,Johnston County,0.279
OK,Johnston County,0.305
OK,Kay County,0.286
OK,Kay County,0.268
OK,Kingfisher County,0.283
OK,Kingfisher County,0.256
OK,Kiowa County,0.255
OK,Kiowa County,0.265
OK,Latimer County,0.262
OK,Latimer County,0.278
OK,Le Flore County,0.322
