State,County,Median household income,Poor or fair health,Uninsured adults
FL,Lee County,46396,0.135,0.306
FL,Lee County,46605,0.135,0.304
FL,Leon County,46014,0.099,0.216
FL,Leon County,46975,0.099,0.203
FL,Levy County,32815,0.2,0.307
FL,Levy County,33193,0.2,0.284
FL,Liberty County,37726,0.143,0.246
FL,Liberty County,36561,0.143,0.254
FL,Madison County,31469,0.184,0.271
FL,Madison County,30391,0.184,0.261
FL,Manatee County,46999,0.157,0.286
FL,Manatee County,48066,0.157,0.279
FL,Marion County,37287,0.192,0.289
FL,Marion County,38783,0.192,0.294
FL,Martin County,47120,0.147,0.251
FL,Martin County,51159,0.147,0.253
FL,Miami-Dade County,41311,0.163,0.41
FL,Miami-Dade County,41840,0.163,0.397
FL,Monroe County,52152,0.099,0.303
FL,Monroe County,50380,0.099,0.298
FL,Nassau County,55367,0.146,0.217
FL,Nassau County,56987,0.146,0.206
FL,Okaloosa County,52381,0.18,0.225
FL,Okaloosa County,54265,0.18,0.211
FL,Okeechobee County,34742,0.243,0.359
FL,Okeechobee County,35954,0.243,0.361
FL,Orange County,45565,0.153,0.289
FL,Orange County,46675,0.153,0.293
FL,Osceola County,42743,0.197,0.321
FL,Osceola County,41592,0.197,0.307
FL,Palm Beach County,51217,0.124,0.296
FL,Palm Beach County,51768,0.124,0.298
FL,Pasco County,42695,0.188,0.252
FL,Pasco County,45454,0.188,0.252
FL,Pinellas County,44819,0.139,0.266
FL,Pinellas County,43773,0.139,0.252
FL,Polk County,41337,0.206,0.28
FL,Polk County,42447,0.206,0.28
FL,Putnam County,33593,0.272,0.28
FL,Putnam County,32852,0.272,0.286
FL,Santa Rosa County,59854,0.121,0.217
FL,Santa Rosa County,54876,0.121,0.199
FL,Sarasota County,48239,0.121,0.261
FL,Sarasota County,48717,0.121,0.262
FL,Seminole County,54901,0.129,0.234
FL,Seminole County,55195,0.129,0.23
FL,St. Johns County,62112,0.116,0.178
FL,St. Johns County,66312,0.116,0.174
FL,St. Lucie County,41934,0.177,0.324
FL,St. Lucie County,42825,0.177,0.298
FL,Sumter County,47017,0.148,0.201
FL,Sumter County,52670,0.148,0.211
FL,Suwannee County,34434,0.23,0.283
FL,Suwannee County,35666,0.23,0.286
FL,Taylor County,36257,0.24,0.244
FL,Taylor County,38370,0.24,0.234
FL,Union County,39486,0.215,0.236
FL,Union County,40841,0.215,0.239
FL,Volusia County,40114,0.209,0.26
FL,Volusia County,40908,0.209,0.247
FL,Wakulla County,46773,0.187,0.213
FL,Wakulla County,47430,0.187,0.203
FL,Walton County,40239,0.203,0.269
FL,Walton County,45357,0.203,0.278
FL,Washington County,36560,0.349,0.267
FL,Washington County,35671,0.349,0.238
GA,Appling County,35757,0.239,0.305
GA,Appling County,36915,0.239,0.302
GA,Atkinson County,28693,0.296,0.416
GA,Atkinson County,30883,0.296,0.383
GA,Bacon County,32460,0.132,0.328
GA,Bacon County,33781,0.132,0.316
GA,Baker County,30042,,0.233
GA,Baker County,37135,,0.242
GA,Baldwin County,35412,0.29,0.228
GA,Baldwin County,35815,0.29,0.226
GA,Banks County,43102,0.16,0.293
GA,Banks County,42495,0.16,0.284
GA,Barrow County,49608,0.178,0.278
GA,Barrow County,54668,0.178,0.269
GA,Bartow County,46693,0.191,0.292
GA,Bartow County,46330,0.191,0.255
GA,Ben Hill County,29155,0.276,0.297
GA,Ben Hill County,30090,0.276,0.265
GA,Berrien County,32955,0.298,0.317
GA,Berrien County,37903,0.298,0.288
GA,Bibb County,36198,0.161,0.249
GA,Bibb County,36816,0.161,0.248
GA,Bleckley County,40922,0.205,0.223
GA,Bleckley County,40369,0.205,0.221
GA,Brantley County,36303,0.242,0.303
GA,Brantley County,36758,0.242,0.294
GA,Brooks County,32176,0.185,0.302
GA,Brooks County,34367,0.185,0.296
GA,Bryan County,61561,0.106,0.22
GA,Bryan County,66066,0.106,0.208
GA,Bulloch County,35078,0.197,0.304
GA,Bulloch County,36484,0.197,0.269
GA,Burke County,32324,0.225,0.261
GA,Burke County,32675,0.225,0.266
GA,Butts County,42815,,0.261
GA,Butts County,43330,,0.252
GA,Calhoun County,28818,,0.295
GA,Calhoun County,30727,,0.29
GA,Camden County,51638,0.13,0.213
GA,Camden County,49098,0.13,0.224
GA,Candler County,31703,0.196,0.316
GA,Candler County,31427,0.196,0.306
GA,Carroll County,43636,0.191,0.274
GA,Carroll County,45493,0.191,0.272
GA,Catoosa County,46600,0.197,0.224
GA,Catoosa County,50847,0.197,0.226
GA,Charlton County,32626,0.182,0.263
GA,Charlton County,35165,0.182,0.255
GA,Chatham County,42694,0.159,0.273
GA,Chatham County,45254,0.159,0.254
GA,Chattahoochee County,43020,,0.208
GA,Chattahoochee County,46893,,0.178
GA,Chattooga County,34976,0.227,0.276
GA,Chattooga County,34440,0.227,0.272
GA,Cherokee County,68800,0.113,0.221
GA,Cherokee County,67686,0.113,0.218
GA,Clarke County,32720,0.151,0.279
GA,Clarke County,32864,0.151,0.247
GA,Clay County,26957,,0.256
GA,Clay County,27102,,0.261
GA,Clayton County,37594,0.169,0.32
GA,Clayton County,40606,0.169,0.344
GA,Clinch County,31347,0.207,0.281
GA,Clinch County,30094,0.207,0.271
GA,Cobb County,62596,0.099,0.245
GA,Cobb County,62866,0.099,0.247
GA,Coffee County,32646,0.212,0.32
GA,Coffee County,33615,0.212,0.321
GA,Colquitt County,32692,0.184,0.349
GA,Colquitt County,33095,0.184,0.352
GA,Columbia County,69582,0.121,0.189
GA,Columbia County,72531,0.121,0.186
GA,Cook County,32107,0.218,0.335
GA,Cook County,32327,0.218,0.31
GA,Coweta County,61153,0.172,0.209
GA,Coweta County,61469,0.172,0.214
GA,Crawford County,42409,0.181,0.279
GA,Crawford County,43392,0.181,0.262
GA,Crisp County,29175,0.286,0.262
GA,Crisp County,30481,0.286,0.264
GA,Dade County,40984,0.168,0.228
GA,Dade County,43446,0.168,0.227
GA,Dawson County,54503,,0.26
GA,Dawson County,52804,,0.253
GA,DeKalb County,49061,0.116,0.288
GA,DeKalb County,49894,0.116,0.262
GA,Decatur County,30331,0.203,0.279
GA,Decatur County,34102,0.203,0.283
GA,Dodge County,32926,0.234,0.255
GA,Dodge County,33893,0.234,0.258
GA,Dooly County,30371,0.155,0.29
GA,Dooly County,31620,0.155,0.291
GA,Dougherty County,31065,0.188,0.271
GA,Dougherty County,31575,0.188,0.275
GA,Douglas County,51540,0.163,0.255
GA,Douglas County,51941,0.163,0.247
GA,Early County,30953,0.278,0.247
GA,Early County,32357,0.278,0.251
GA,Echols County,32664,,0.428
GA,Echols County,34809,,0.449
GA,Effingham County,62568,0.163,0.233
GA,Effingham County,61062,0.163,0.197
GA,Elbert County,33081,0.235,0.295
GA,Elbert County,34487,0.235,0.289
GA,Emanuel County,28254,0.211,0.31
GA,Emanuel County,30348,0.211,0.302
GA,Evans County,31683,0.27,0.324
GA,Evans County,32838,0.27,0.322
GA,Fannin County,35474,0.246,0.29
GA,Fannin County,35673,0.246,0.28
GA,Fayette County,78717,0.087,0.154
GA,Fayette County,81368,0.087,0.154
GA,Floyd County,38523,0.216,0.279
GA,Floyd County,39381,0.216,0.275
GA,Forsyth County,87380,0.066,0.19
GA,Forsyth County,87565,0.066,0.178
GA,Franklin County,35150,0.149,0.275
GA,Franklin County,40114,0.149,0.277
GA,Fulton County,55816,0.111,0.273
GA,Fulton County,55474,0.111,0.263
GA,Gilmer County,39637,0.197,0.331
GA,Gilmer County,39323,0.197,0.317
GA,Glascock County,35637,,0.235
GA,Glascock County,37955,,0.226
GA,Glynn County,43782,0.127,0.268
GA,Glynn County,43533,0.127,0.248
GA,Gordon County,41141,0.184,0.312
GA,Gordon County,42291,0.184,0.31
GA,Grady County,32860,0.288,0.34
GA,Grady County,35212,0.288,0.335
GA,Greene County,43406,0.192,0.273
GA,Greene County,42842,0.192,0.269
GA,Gwinnett County,56665,0.114,0.296
GA,Gwinnett County,59081,0.114,0.259
GA,Habersham County,41343,0.171,0.312
GA,Habersham County,40530,0.171,0.292
GA,Hall County,49636,0.146,0.314
GA,Hall County,46986,0.146,0.3
GA,Hancock County,25416,,0.258
GA,Hancock County,26281,,0.243
GA,Haralson County,39407,0.195,0.254
GA,Haralson County,39548,0.195,0.263
GA,Harris County,63806,0.129,0.168
GA,Harris County,60977,0.129,0.167
GA,Hart County,36483,,0.279
GA,Hart County,40225,,0.267
GA,Heard County,39756,,0.251
GA,Heard County,40123,,0.235
GA,Henry County,57848,0.124,0.219
GA,Henry County,60087,0.124,0.229
GA,Houston County,54307,0.118,0.219
GA,Houston County,52297,0.118,0.206
GA,Irwin County,32965,0.15,0.307
GA,Irwin County,35854,0.15,0.278
GA,Jackson County,50403,0.19,0.259
GA,Jackson County,52385,0.19,0.253
GA,Jasper County,41842,,0.288
GA,Jasper County,42343,,0.276
GA,Jeff Davis County,32867,0.232,0.318
GA,Jeff Davis County,34481,0.232,0.29
GA,Jefferson County,29316,0.195,0.282
GA,Jefferson County,29152,0.195,0.269
GA,Jenkins County,29525,,0.321
GA,Jenkins County,28445,,0.314
GA,Johnson County,28995,0.259,0.266
GA,Johnson County,29565,0.259,0.254
GA,Jones County,51941,0.173,0.222
GA,Jones County,51650,0.173,0.221
GA,Lamar County,38892,,0.255
GA,Lamar County,40915,,0.245
GA,Lanier County,33481,0.218,0.338
GA,Lanier County,35101,0.218,0.287
GA,Laurens County,34910,0.198,0.238
GA,Laurens County,33974,0.198,0.239
GA,Lee County,63338,0.107,0.197
GA,Lee County,63272,0.107,0.196
GA,Liberty County,41922,0.212,0.257
GA,Liberty County,40175,0.212,0.218
GA,Lincoln County,36396,0.12,0.274
GA,Lincoln County,35683,0.12,0.256
GA,Long County,39176,0.16,0.329
GA,Long County,41147,0.16,0.302
GA,Lowndes County,36920,0.188,0.301
GA,Lowndes County,37138,0.188,0.275
GA,Lumpkin County,44289,0.103,0.283
GA,Lumpkin County,42919,0.103,0.277
GA,Macon County,28654,0.2,0.304
GA,Macon County,28844,0.2,0.307
GA,Madison County,40209,0.24,0.271
GA,Madison County,43611,0.24,0.264
GA,Marion County,33633,0.332,0.284
GA,Marion County,34680,0.332,0.275
GA,McDuffie County,36331,0.239,0.248
GA,McDuffie County,37328,0.239,0.253
GA,McIntosh County,37040,0.244,0.266
GA,McIntosh County,36346,0.244,0.265
GA,Meriwether County,35312,0.212,0.262
GA,Meriwether County,34962,0.212,0.264
GA,Miller County,32262,0.097,0.262
GA,Miller County,32535,0.097,0.263
GA,Mitchell County,30020,0.16,0.276
GA,Mitchell County,32280,0.16,0.263
GA,Monroe County,50594,,0.213
GA,Monroe County,54793,,0.207
GA,Montgomery County,33983,,0.282
GA,Montgomery County,37128,,0.293
GA,Morgan County,46445,0.121,0.251
GA,Morgan County,48337,0.121,0.243
GA,Murray County,35918,0.293,0.303
GA,Murray County,40343,0.293,0.306
GA,Muscogee County,43264,0.171,0.235
GA,Muscogee County,40414,0.171,0.23
GA,Newton County,48780,0.162,0.267
GA,Newton County,50862,0.162,0.25
GA,Oconee County,75532,0.128,0.181
GA,Oconee County,72478,0.128,0.172
GA,Oglethorpe County,42992,0.118,0.29
GA,Oglethorpe County,44026,0.118,0.262
GA,Paulding County,59621,0.17,0.227
GA,Paulding County,60008,0.17,0.213
GA,Peach County,39726,0.258,0.264
GA,Peach County,42602,0.258,0.278
GA,Pickens County,50131,0.137,0.252
GA,Pickens County,53332,0.137,0.251
GA,Pierce County,38777,0.236,0.283
GA,Pierce County,36214,0.236,0.29
GA,Pike County,51781,0.138,0.247
GA,Pike County,52393,0.138,0.222
GA,Polk County,37815,0.252,0.301
GA,Polk County,38730,0.252,0.298
GA,Pulaski County,35847,0.153,0.247
GA,Pulaski County,37012,0.153,0.263
GA,Putnam County,40644,0.232,0.271
GA,Putnam County,42934,0.232,0.271
GA,Quitman County,28675,,0.295
GA,Quitman County,29111,,0.279
GA,Rabun County,37684,0.127,0.339
GA,Rabun County,38114,0.127,0.33
GA,Randolph County,28497,,0.272
GA,Randolph County,28105,,0.25
GA,Richmond County,36490,0.17,0.258
GA,Richmond County,36069,0.17,0.25
GA,Rockdale County,50699,0.139,0.282
GA,Rockdale County,50646,0.139,0.268
GA,Schley County,39105,,0.273
GA,Schley County,38944,,0.265
GA,Screven County,33508,0.15,0.26
GA,Screven County,35087,0.15,0.262
GA,Seminole County,31785,0.201,0.277
GA,Seminole County,34814,0.201,0.254
GA,Spalding County,35761,0.217,0.265
GA,Spalding County,39068,0.217,0.263
GA,Stephens County,34384,0.192,0.265
GA,Stephens County,36318,0.192,0.237
GA,Stewart County,27009,,0.264
GA,Stewart County,28304,,0.259
GA,Sumter County,32590,0.149,0.28
GA,Sumter County,32474,0.149,0.276
GA,Talbot County,30909,0.177,0.247
GA,Talbot County,33168,0.177,0.25
GA,Taliaferro County,27124,,0.313
GA,Taliaferro County,28917,,0.294
GA,Tattnall County,37818,0.192,0.326
GA,Tattnall County,35983,0.192,0.307
GA,Taylor County,30266,0.207,0.272
GA,Taylor County,30538,0.207,0.262
GA,Telfair County,27655,0.287,0.284
GA,Telfair County,28334,0.287,0.272
GA,Terrell County,31095,,0.264
GA,Terrell County,31826,,0.256
GA,Thomas County,35909,0.188,0.264
GA,Thomas County,38914,0.188,0.248
GA,Tift County,33716,0.154,0.335
GA,Tift County,33902,0.154,0.339
GA,Toombs County,31820,0.198,0.3
GA,Toombs County,32311,0.198,0.283
GA,Towns County,37826,,0.249
GA,Towns County,39854,,0.259
GA,Treutlen County,32063,0.181,0.27
GA,Treutlen County,31917,0.181,0.261
GA,Troup County,38598,0.149,0.264
GA,Troup County,42044,0.149,0.228
GA,Turner County,26408,0.203,0.327
GA,Turner County,31817,0.203,0.342
GA,Twiggs County,36549,0.338,0.246
GA,Twiggs County,36107,0.338,0.246
GA,Union County,38334,0.134,0.27
GA,Union County,39677,0.134,0.272
GA,Upson County,34395,0.144,0.257
GA,Upson County,34709,0.144,0.248
GA,Walker County,36628,0.26,0.246
GA,Walker County,40512,0.26,0.244
GA,Walton County,52737,0.135,0.252
GA,Walton County,54294,0.135,0.234
GA,Ware County,33017,0.171,0.277
GA,Ware County,32211,0.171,0.257
GA,Warren County,30063,0.363,0.261
GA,Warren County,30967,0.363,0.239
GA,Washington County,33068,0.219,0.262
GA,Washington County,36807,0.219,0.242
GA,Wayne County,37957,0.275,0.3
GA,Wayne County,38081,0.275,0.273
GA,Webster County,32789,,0.292
GA,Webster County,34374,,0.255
GA,Wheeler County,27514,0.282,0.281
GA,Wheeler County,30779,0.282,0.271
GA,White County,41283,0.171,0.281
GA,White County,41337,0.171,0.254
GA,Whitfield County,39860,0.235,0.353
GA,Whitfield County,39946,0.235,0.332
GA,Wilcox County,31241,0.255,0.285
GA,Wilcox County,33308,0.255,0.256
GA,Wilkes County,31957,,0.26
GA,Wilkes County,33662,,0.25
GA,Wilkinson County,36219,0.23,0.245
GA,Wilkinson County,35745,0.23,0.238
GA,Worth County,35815,0.349,0.285
GA,Worth County,36616,0.349,0.291
HI,Hawaii County,49048,0.149,0.126
HI,Hawaii County,47377,0.149,0.12
HI,Honolulu County,70779,0.135,0.087
HI,Honolulu County,72649,0.135,0.084
HI,Kauai County,55614,0.157,0.12
HI,Kauai County,55844,0.157,0.101
HI,Maui County,59281,0.136,0.115
HI,Maui County,62277,0.136,0.111
IA,Adair County,46917,0.087,0.125
IA,Adair County,47905,0.087,0.117
IA,Adams County,42338,,0.151
IA,Adams County,44004,,0.147
IA,Allamakee County,45923,0.159,0.196
IA,Allamakee County,44673,0.159,0.17
IA,Appanoose County,38685,0.23,0.152
IA,Appanoose County,37683,0.23,0.146
IA,Audubon County,47823,0.086,0.151
IA,Audubon County,47227,0.086,0.147
IA,Benton County,59333,0.124,0.113
IA,Benton County,59179,0.124,0.101
IA,Black Hawk County,48625,0.122,0.137
IA,Black Hawk County,46281,0.122,0.125
IA,Boone County,51399,0.092,0.117
IA,Boone County,52578,0.092,0.11
IA,Bremer County,60034,0.083,0.094
IA,Bremer County,61665,0.083,0.087
IA,Buchanan County,54382,0.113,0.127
IA,Buchanan County,54383,0.113,0.119
IA,Buena Vista County,45582,0.13,0.19
IA,Buena Vista County,47514,0.13,0.212
IA,Butler County,51605,0.075,0.126
IA,Butler County,53920,0.075,0.115
IA,Calhoun County,47044,0.121,0.131
IA,Calhoun County,47351,0.121,0.121
IA,Carroll County,50372,0.095,0.115
IA,Carroll County,51328,0.095,0.108
IA,Cass County,44906,0.095,0.142
IA,Cass County,45191,0.095,0.125
IA,Cedar County,57084,0.053,0.109
IA,Cedar County,58530,0.053,0.099
IA,Cerro Gordo County,43822,0.111,0.122
IA,Cerro Gordo County,46063,0.111,0.116
IA,Cherokee County,48794,,0.124
IA,Cherokee County,51655,,0.119
IA,Chickasaw County,48963,0.072,0.142
IA,Chickasaw County,50342,0.072,0.133
IA,Clarke County,44043,0.104,0.166
IA,Clarke County,42776,0.104,0.171
IA,Clay County,48190,0.098,0.137
IA,Clay County,51399,0.098,0.122
IA,Clayton County,44236,0.114,0.154
IA,Clayton County,48626,0.114,0.137
IA,Clinton County,46217,0.158,0.107
IA,Clinton County,49702,0.158,0.105
IA,Crawford County,48775,0.153,0.193
IA,Crawford County,48555,0.153,0.209
IA,Dallas County,73052,0.106,0.099
IA,Dallas County,79309,0.106,0.092
IA,Davis County,42459,0.129,0.209
IA,Davis County,44477,0.129,0.211
IA,Decatur County,37561,0.187,0.166
IA,Decatur County,37534,0.187,0.165
IA,Delaware County,54718,0.062,0.126
IA,Delaware County,54587,0.062,0.118
IA,Des Moines County,42082,0.158,0.122
IA,Des Moines County,42882,0.158,0.114
IA,Dickinson County,51885,0.121,0.117
IA,Dickinson County,58610,0.121,0.107
IA,Dubuque County,50137,0.097,0.114
IA,Dubuque County,51907,0.097,0.097
IA,Emmet County,44060,0.091,0.171
IA,Emmet County,46892,0.091,0.156
IA,Fayette County,43039,0.103,0.151
IA,Fayette County,44739,0.103,0.133
IA,Floyd County,43478,0.102,0.132
IA,Floyd County,48964,0.102,0.128
IA,Franklin County,51139,,0.175
IA,Franklin County,47879,,0.171
IA,Fremont County,50826,0.125,0.114
IA,Fremont County,50934,0.125,0.113
IA,Greene County,46295,,0.126
IA,Greene County,47936,,0.128
IA,Grundy County,57011,0.114,0.103
IA,Grundy County,61381,0.114,0.097
IA,Guthrie County,49400,0.079,0.127
IA,Guthrie County,53708,0.079,0.122
IA,Hamilton County,51773,0.073,0.138
IA,Hamilton County,50867,0.073,0.126
IA,Hancock County,49006,0.151,0.134
IA,Hancock County,54835,0.151,0.122
IA,Hardin County,48445,0.177,0.14
IA,Hardin County,51907,0.177,0.125
IA,Harrison County,50963,0.188,0.121
IA,Harrison County,53764,0.188,0.12
IA,Henry County,45647,0.094,0.146
IA,Henry County,50084,0.094,0.139
IA,Howard County,48169,0.113,0.149
IA,Howard County,45975,0.113,0.146
IA,Humboldt County,51637,,0.135
IA,Humboldt County,52286,,0.127
IA,Ida County,51014,,0.13
IA,Ida County,51948,,0.12
IA,Iowa County,55723,0.184,0.101
IA,Iowa County,58028,0.184,0.093
IA,Jackson County,45885,0.094,0.138
IA,Jackson County,46180,0.094,0.134
IA,Jasper County,51723,0.166,0.121
IA,Jasper County,55492,0.166,0.115
IA,Jefferson County,40921,0.111,0.171
IA,Jefferson County,41942,0.111,0.15
IA,Johnson County,52934,0.076,0.115
IA,Johnson County,53204,0.076,0.111
IA,Jones County,52442,0.106,0.125
IA,Jones County,54749,0.106,0.113
IA,Keokuk County,44648,0.134,0.142
IA,Keokuk County,47626,0.134,0.133
IA,Kossuth County,51137,0.1,0.121
IA,Kossuth County,55972,0.1,0.112
IA,Lee County,41291,0.154,0.141
IA,Lee County,45307,0.154,0.123
IA,Linn County,57663,0.111,0.108
IA,Linn County,56503,0.111,0.107
IA,Louisa County,48191,0.214,0.177
IA,Louisa County,51387,0.214,0.166
IA,Lucas County,45158,,0.158
IA,Lucas County,41011,,0.158
IA,Lyon County,54695,,0.147
IA,Lyon County,60548,,0.138
IA,Madison County,59417,0.095,0.115
IA,Madison County,59074,0.095,0.108
IA,Mahaska County,48705,0.123,0.13
IA,Mahaska County,48978,0.123,0.12
IA,Marion County,55505,0.092,0.1
IA,Marion County,56883,0.092,0.102
IA,Marshall County,51348,0.127,0.165
IA,Marshall County,51382,0.127,0.148
IA,Mills County,56968,0.129,0.11
IA,Mills County,56504,0.129,0.105
IA,Mitchell County,50848,0.047,0.134
IA,Mitchell County,53049,0.047,0.124
IA,Monona County,44254,,0.144
IA,Monona County,41461,,0.141
IA,Monroe County,45265,0.138,0.148
IA,Monroe County,49012,0.138,0.152
IA,Montgomery County,46142,0.146,0.131
IA,Montgomery County,44669,0.146,0.136
IA,Muscatine County,53219,0.117,0.148
IA,Muscatine County,54025,0.117,0.144
IA,O'Brien County,49861,0.065,0.139
IA,O'Brien County,57287,0.065,0.13
IA,Osceola County,46270,,0.158
IA,Osceola County,51017,,0.144
IA,Page County,45205,0.102,0.127
IA,Page County,47438,0.102,0.125
IA,Palo Alto County,47639,,0.136
IA,Palo Alto County,49536,,0.115
IA,Plymouth County,58885,0.077,0.11
IA,Plymouth County,58113,0.077,0.101
IA,Pocahontas County,45780,0.098,0.13
IA,Pocahontas County,50401,0.098,0.119
IA,Polk County,57942,0.108,0.117
IA,Polk County,59388,0.108,0.116
IA,Pottawattamie County,49911,0.124,0.145
IA,Pottawattamie County,50570,0.124,0.137
IA,Poweshiek County,50883,0.107,0.113
IA,Poweshiek County,50799,0.107,0.109
IA,Ringgold County,40049,0.118,0.164
IA,Ringgold County,47319,0.118,0.173
IA,Sac County,46997,0.122,0.143
IA,Sac County,51399,0.122,0.135
IA,Scott County,53315,0.095,0.128
IA,Scott County,54444,0.095,0.122
IA,Shelby County,53135,0.089,0.118
IA,Shelby County,54740,0.089,0.113
IA,Sioux County,61176,0.095,0.151
IA,Sioux County,61817,0.095,0.15
IA,Story County,51291,0.064,0.114
IA,Story County,53782,0.064,0.106
IA,Tama County,47799,0.115,0.167
IA,Tama County,53844,0.115,0.163
IA,Taylor County,44939,,0.161
IA,Taylor County,45009,,0.161
IA,Union County,42430,0.088,0.14
IA,Union County,43357,0.088,0.139
IA,Van Buren County,42183,0.174,0.152
IA,Van Buren County,43019,0.174,0.163
IA,Wapello County,41547,0.153,0.154
IA,Wapello County,40629,0.153,0.149
IA,Warren County,63310,0.131,0.097
IA,Warren County,66328,0.131,0.09
IA,Washington County,53888,0.104,0.149
IA,Washington County,54480,0.104,0.14
IA,Wayne County,39060,0.166,0.173
IA,Wayne County,38981,0.166,0.158
IA,Webster County,42444,0.139,0.137
IA,Webster County,45202,0.139,0.135
IA,Winnebago County,49213,,0.124
IA,Winnebago County,50383,,0.115
